"","Year-Month","sentiment","n"
"1028","2002_5","anticipation",32
"1029","2002_5","sadness",25
"1030","2002_5","anger",20
"1031","2002_5","joy",19
"1032","2002_5","disgust",15
"1033","2002_5","surprise",12
"1034","2002_5","Total",384
"1035","2003_2","positive",217
"1036","2003_2","negative",179
"1037","2003_2","trust",137
"1038","2003_2","fear",93
"1039","2003_2","anger",87
"1040","2003_2","anticipation",73
"1041","2003_2","sadness",68
"1042","2003_2","disgust",43
"1043","2003_2","joy",41
"1044","2003_2","surprise",32
"1045","2003_2","Total",970
"1046","2003_3","positive",142
"1047","2003_3","negative",105
"1048","2003_3","trust",88
"1049","2003_3","anticipation",56
"1050","2003_3","fear",53
"1051","2003_3","anger",46
"1052","2003_3","sadness",41
"1053","2003_3","joy",34
"1054","2003_3","disgust",29
"1055","2003_3","surprise",20
"1056","2003_3","Total",614
"1057","2003_8","positive",279
"1058","2003_8","negative",221
"1059","2003_8","trust",173
"1060","2003_8","fear",135
"1061","2003_8","anticipation",106
"1062","2003_8","anger",95
"1063","2003_8","sadness",77
"1064","2003_8","joy",67
"1065","2003_8","disgust",54
"1066","2003_8","surprise",48
"1067","2003_8","Total",1255
"1068","2002_2","positive",360
"1069","2002_2","trust",224
"1070","2002_2","negative",218
"1071","2002_2","fear",126
"1072","2002_2","anticipation",122
"1073","2002_2","anger",105
"1074","2002_2","joy",97
"1075","2002_2","sadness",93
"1076","2002_2","surprise",58
"1077","2002_2","disgust",57
"1078","2002_2","Total",1460
"1079","2003_11","positive",225
"1080","2003_11","negative",161
"1081","2003_11","trust",132
"1082","2003_11","fear",89
"1083","2003_11","anger",80
"1084","2003_11","anticipation",78
"1085","2003_11","sadness",72
"1086","2003_11","joy",55
"1087","2003_11","surprise",40
"1088","2003_11","disgust",38
"1089","2003_11","Total",970
"1090","2003_9","positive",141
"1091","2003_9","negative",118
"1092","2003_9","trust",89
"1093","2003_9","fear",65
"1094","2003_9","anger",59
"1095","2003_9","anticipation",56
"1096","2003_9","sadness",46
"1097","2003_9","joy",30
"1098","2003_9","disgust",26
"1099","2003_9","surprise",20
"1100","2003_9","Total",650
"1101","2003_1","positive",124
"1102","2003_1","trust",67
"1103","2003_1","negative",64
"1104","2003_1","anticipation",42
"1105","2003_1","fear",40
"1106","2003_1","anger",35
"1107","2003_1","sadness",30
"1108","2003_1","joy",19
"1109","2003_1","disgust",18
"1110","2003_1","surprise",14
"1111","2003_1","Total",453
"1112","2003_12","positive",292
"1113","2003_12","negative",232
"1114","2003_12","trust",174
"1115","2003_12","fear",128
"1116","2003_12","anticipation",104
"1117","2003_12","anger",103
"1118","2003_12","sadness",75
"1119","2003_12","joy",74
"1120","2003_12","surprise",51
"1121","2003_12","disgust",43
"1122","2003_12","Total",1276
"1123","2002_4","positive",205
"1124","2002_4","trust",143
"1125","2002_4","negative",118
"1126","2002_4","fear",76
"1127","2002_4","anticipation",71
"1128","2002_4","anger",55
"1129","2002_4","sadness",50
"1130","2002_4","joy",49
"1131","2002_4","surprise",29
"1132","2002_4","disgust",28
"1133","2002_4","Total",824
"1134","2003_4","positive",220
"1135","2003_4","negative",173
"1136","2003_4","trust",133
"1137","2003_4","fear",101
"1138","2003_4","anticipation",92
"1139","2003_4","anger",86
"1140","2003_4","sadness",63
"1141","2003_4","joy",47
"1142","2003_4","disgust",44
"1143","2003_4","surprise",38
"1144","2003_4","Total",997
"1145","2002_9","positive",116
"1146","2002_9","negative",99
"1147","2002_9","trust",78
"1148","2002_9","fear",58
"1149","2002_9","anger",51
"1150","2002_9","anticipation",47
"1151","2002_9","sadness",32
"1152","2002_9","surprise",21
"1153","2002_9","joy",20
"1154","2002_9","disgust",18
"1155","2002_9","Total",540
"1156","2003_6","positive",110
"1157","2003_6","negative",82
"1158","2003_6","trust",74
"1159","2003_6","fear",54
"1160","2003_6","anticipation",40
"1161","2003_6","anger",35
"1162","2003_6","sadness",31
"1163","2003_6","joy",27
"1164","2003_6","disgust",18
"1165","2003_6","surprise",15
"1166","2003_6","Total",486
"1167","2004_4","positive",274
"1168","2004_4","trust",171
"1169","2004_4","negative",150
"1170","2004_4","anticipation",101
"1171","2004_4","fear",85
"1172","2004_4","anger",84
"1173","2004_4","sadness",63
"1174","2004_4","joy",57
"1175","2004_4","disgust",36
"1176","2004_4","surprise",35
"1177","2004_4","Total",1056
"1178","2001_8","positive",84
"1179","2001_8","trust",57
"1180","2001_8","negative",44
"1181","2001_8","anticipation",29
"1182","2001_8","fear",25
"1183","2001_8","anger",22
"1184","2001_8","joy",15
"1185","2001_8","surprise",14
"1186","2001_8","sadness",12
"1187","2001_8","disgust",8
"1188","2001_8","Total",310
"1189","2004_2","positive",72
"1190","2004_2","negative",56
"1191","2004_2","trust",44
"1192","2004_2","fear",33
"1193","2004_2","anger",29
"1194","2004_2","anticipation",27
"1195","2004_2","sadness",22
"1196","2004_2","joy",11
"1197","2004_2","surprise",9
"1198","2004_2","disgust",6
"1199","2004_2","Total",309
"1200","2003_7","positive",183
"1201","2003_7","negative",135
"1202","2003_7","trust",111
"1203","2003_7","fear",91
"1204","2003_7","anticipation",81
"1205","2003_7","anger",66
"1206","2003_7","sadness",53
"1207","2003_7","joy",49
"1208","2003_7","surprise",39
"1209","2003_7","disgust",34
"1210","2003_7","Total",842
"1211","2001_9","positive",224
"1212","2001_9","negative",185
"1213","2001_9","trust",144
"1214","2001_9","fear",118
"1215","2001_9","anger",99
"1216","2001_9","anticipation",86
"1217","2001_9","sadness",71
"1218","2001_9","disgust",44
"1219","2001_9","joy",42
"1220","2001_9","surprise",36
"1221","2001_9","Total",1049
"1222","2002_10","positive",320
"1223","2002_10","trust",210
"1224","2002_10","negative",199
"1225","2002_10","fear",113
"1226","2002_10","anticipation",110
"1227","2002_10","anger",99
"1228","2002_10","joy",78
"1229","2002_10","sadness",77
"1230","2002_10","disgust",46
"1231","2002_10","surprise",46
"1232","2002_10","Total",1298
"1233","2003_10","positive",300
"1234","2003_10","trust",186
"1235","2003_10","negative",172
"1236","2003_10","anticipation",103
"1237","2003_10","fear",93
"1238","2003_10","anger",88
"1239","2003_10","joy",76
"1240","2003_10","sadness",61
"1241","2003_10","surprise",48
"1242","2003_10","disgust",38
"1243","2003_10","Total",1165
"1244","2000_9","positive",168
"1245","2000_9","negative",134
"1246","2000_9","trust",117
"1247","2000_9","fear",75
"1248","2000_9","anger",69
"1249","2000_9","anticipation",61
"1250","2000_9","sadness",54
"1251","2000_9","joy",40
"1252","2000_9","disgust",38
"1253","2000_9","surprise",22
"1254","2000_9","Total",778
"1255","2004_5","positive",127
"1256","2004_5","trust",90
"1257","2004_5","negative",88
"1258","2004_5","fear",59
"1259","2004_5","anticipation",53
"1260","2004_5","anger",43
"1261","2004_5","joy",34
"1262","2004_5","sadness",27
"1263","2004_5","surprise",18
"1264","2004_5","disgust",16
"1265","2004_5","Total",555
"1266","2004_8","positive",159
"1267","2004_8","negative",127
"1268","2004_8","trust",108
"1269","2004_8","fear",87
"1270","2004_8","anger",65
"1271","2004_8","anticipation",60
"1272","2004_8","sadness",46
"1273","2004_8","disgust",30
"1274","2004_8","surprise",29
"1275","2004_8","joy",28
"1276","2004_8","Total",739
"1277","2005_3","positive",377
"1278","2005_3","negative",312
"1279","2005_3","trust",245
"1280","2005_3","fear",186
"1281","2005_3","anger",153
"1282","2005_3","anticipation",151
"1283","2005_3","sadness",121
"1284","2005_3","joy",97
"1285","2005_3","disgust",82
"1286","2005_3","surprise",68
"1287","2005_3","Total",1792
"1288","2005_5","positive",346
"1289","2005_5","negative",317
"1290","2005_5","trust",202
"1291","2005_5","fear",163
"1292","2005_5","anger",154
"1293","2005_5","anticipation",139
"1294","2005_5","sadness",125
"1295","2005_5","joy",96
"1296","2005_5","disgust",67
"1297","2005_5","surprise",61
"1298","2005_5","Total",1670
"1299","2005_8","positive",250
"1300","2005_8","negative",192
"1301","2005_8","trust",152
"1302","2005_8","anticipation",102
"1303","2005_8","fear",92
"1304","2005_8","anger",85
"1305","2005_8","sadness",61
"1306","2005_8","joy",57
"1307","2005_8","surprise",40
"1308","2005_8","disgust",35
"1309","2005_8","Total",1066
"1310","2004_7","positive",146
"1311","2004_7","trust",86
"1312","2004_7","negative",82
"1313","2004_7","fear",51
"1314","2004_7","anticipation",49
"1315","2004_7","anger",40
"1316","2004_7","joy",32
"1317","2004_7","sadness",20
"1318","2004_7","surprise",17
"1319","2004_7","disgust",13
"1320","2004_7","Total",536
"1321","2005_12","positive",134
"1322","2005_12","trust",89
"1323","2005_12","negative",66
"1324","2005_12","anticipation",48
"1325","2005_12","joy",44
"1326","2005_12","fear",37
"1327","2005_12","anger",25
"1328","2005_12","sadness",19
"1329","2005_12","surprise",19
"1330","2005_12","disgust",9
"1331","2005_12","Total",490
"1332","2004_3","positive",208
"1333","2004_3","negative",148
"1334","2004_3","trust",130
"1335","2004_3","fear",85
"1336","2004_3","anticipation",83
"1337","2004_3","anger",74
"1338","2004_3","sadness",59
"1339","2004_3","joy",57
"1340","2004_3","disgust",39
"1341","2004_3","surprise",33
"1342","2004_3","Total",916
"1343","2005_2","positive",371
"1344","2005_2","negative",292
"1345","2005_2","trust",233
"1346","2005_2","fear",165
"1347","2005_2","anticipation",150
"1348","2005_2","anger",135
"1349","2005_2","sadness",112
"1350","2005_2","joy",89
"1351","2005_2","disgust",64
"1352","2005_2","surprise",63
"1353","2005_2","Total",1674
"1354","2005_10","positive",286
"1355","2005_10","negative",187
"1356","2005_10","trust",180
"1357","2005_10","anticipation",103
"1358","2005_10","fear",100
"1359","2005_10","anger",78
"1360","2005_10","sadness",67
"1361","2005_10","joy",66
"1362","2005_10","surprise",45
"1363","2005_10","disgust",39
"1364","2005_10","Total",1151
"1365","2004_9","positive",102
"1366","2004_9","trust",76
"1367","2004_9","negative",54
"1368","2004_9","anticipation",39
"1369","2004_9","fear",31
"1370","2004_9","anger",27
"1371","2004_9","joy",25
"1372","2004_9","sadness",18
"1373","2004_9","surprise",17
"1374","2004_9","disgust",9
"1375","2004_9","Total",398
"1376","2004_10","positive",145
"1377","2004_10","negative",126
"1378","2004_10","trust",82
"1379","2004_10","fear",61
"1380","2004_10","anger",53
"1381","2004_10","sadness",45
"1382","2004_10","anticipation",43
"1383","2004_10","joy",26
"1384","2004_10","surprise",24
"1385","2004_10","disgust",22
"1386","2004_10","Total",627
"1387","2002_12","positive",142
"1388","2002_12","negative",99
"1389","2002_12","trust",89
"1390","2002_12","fear",65
"1391","2002_12","anticipation",57
"1392","2002_12","anger",55
"1393","2002_12","sadness",42
"1394","2002_12","joy",34
"1395","2002_12","disgust",25
"1396","2002_12","surprise",18
"1397","2002_12","Total",626
"1398","2006_1","positive",224
"1399","2006_1","negative",192
"1400","2006_1","trust",136
"1401","2006_1","fear",110
"1402","2006_1","anger",90
"1403","2006_1","anticipation",77
"1404","2006_1","sadness",77
"1405","2006_1","joy",46
"1406","2006_1","surprise",46
"1407","2006_1","disgust",43
"1408","2006_1","Total",1041
"1409","2006_3","positive",266
"1410","2006_3","negative",222
"1411","2006_3","trust",182
"1412","2006_3","fear",130
"1413","2006_3","anger",112
"1414","2006_3","anticipation",103
"1415","2006_3","sadness",80
"1416","2006_3","joy",64
"1417","2006_3","disgust",54
"1418","2006_3","surprise",49
"1419","2006_3","Total",1262
"1420","2005_6","positive",304
"1421","2005_6","negative",206
"1422","2005_6","trust",184
"1423","2005_6","anticipation",118
"1424","2005_6","fear",113
"1425","2005_6","anger",97
"1426","2005_6","joy",79
"1427","2005_6","sadness",71
"1428","2005_6","surprise",48
"1429","2005_6","disgust",41
"1430","2005_6","Total",1261
"1431","2005_9","positive",308
"1432","2005_9","negative",236
"1433","2005_9","trust",189
"1434","2005_9","fear",134
"1435","2005_9","anticipation",119
"1436","2005_9","anger",118
"1437","2005_9","sadness",82
"1438","2005_9","joy",72
"1439","2005_9","surprise",57
"1440","2005_9","disgust",56
"1441","2005_9","Total",1371
"1442","2005_4","positive",189
"1443","2005_4","negative",133
"1444","2005_4","trust",126
"1445","2005_4","fear",70
"1446","2005_4","anticipation",69
"1447","2005_4","anger",58
"1448","2005_4","joy",50
"1449","2005_4","sadness",42
"1450","2005_4","surprise",34
"1451","2005_4","disgust",29
"1452","2005_4","Total",800
"1453","2003_5","positive",98
"1454","2003_5","trust",73
"1455","2003_5","negative",67
"1456","2003_5","anticipation",43
"1457","2003_5","fear",43
"1458","2003_5","sadness",27
"1459","2003_5","anger",26
"1460","2003_5","joy",23
"1461","2003_5","surprise",20
"1462","2003_5","disgust",13
"1463","2003_5","Total",433
"1464","2004_6","positive",56
"1465","2004_6","trust",33
"1466","2004_6","negative",31
"1467","2004_6","fear",22
"1468","2004_6","anticipation",19
"1469","2004_6","anger",16
"1470","2004_6","joy",12
"1471","2004_6","sadness",12
"1472","2004_6","disgust",8
"1473","2004_6","surprise",5
"1474","2004_6","Total",214
"1475","2005_11","positive",373
"1476","2005_11","negative",271
"1477","2005_11","trust",231
"1478","2005_11","anticipation",163
"1479","2005_11","fear",149
"1480","2005_11","anger",130
"1481","2005_11","joy",110
"1482","2005_11","sadness",110
"1483","2005_11","disgust",65
"1484","2005_11","surprise",53
"1485","2005_11","Total",1655
"1486","2005_7","positive",474
"1487","2005_7","negative",428
"1488","2005_7","trust",281
"1489","2005_7","fear",231
"1490","2005_7","anger",204
"1491","2005_7","sadness",177
"1492","2005_7","anticipation",170
"1493","2005_7","joy",118
"1494","2005_7","disgust",109
"1495","2005_7","surprise",87
"1496","2005_7","Total",2279
"1497","2006_4","positive",603
"1498","2006_4","negative",525
"1499","2006_4","trust",346
"1500","2006_4","fear",284
"1501","2006_4","anger",241
"1502","2006_4","anticipation",235
"1503","2006_4","sadness",213
"1504","2006_4","joy",157
"1505","2006_4","disgust",132
"1506","2006_4","surprise",123
"1507","2006_4","Total",2859
"1508","2006_7","positive",239
"1509","2006_7","negative",193
"1510","2006_7","trust",136
"1511","2006_7","fear",115
"1512","2006_7","anger",96
"1513","2006_7","anticipation",92
"1514","2006_7","sadness",77
"1515","2006_7","joy",49
"1516","2006_7","disgust",44
"1517","2006_7","surprise",32
"1518","2006_7","Total",1073
"1519","2006_6","positive",253
"1520","2006_6","trust",160
"1521","2006_6","negative",157
"1522","2006_6","anticipation",98
"1523","2006_6","fear",81
"1524","2006_6","joy",66
"1525","2006_6","sadness",62
"1526","2006_6","anger",57
"1527","2006_6","surprise",36
"1528","2006_6","disgust",33
"1529","2006_6","Total",1003
"1530","2006_10","positive",313
"1531","2006_10","negative",221
"1532","2006_10","trust",187
"1533","2006_10","fear",124
"1534","2006_10","anticipation",116
"1535","2006_10","anger",109
"1536","2006_10","sadness",82
"1537","2006_10","joy",66
"1538","2006_10","disgust",49
"1539","2006_10","surprise",38
"1540","2006_10","Total",1305
"1541","2006_9","positive",265
"1542","2006_9","trust",153
"1543","2006_9","negative",130
"1544","2006_9","anticipation",96
"1545","2006_9","fear",70
"1546","2006_9","joy",61
"1547","2006_9","anger",56
"1548","2006_9","sadness",43
"1549","2006_9","surprise",36
"1550","2006_9","disgust",24
"1551","2006_9","Total",934
"1552","2006_12","positive",321
"1553","2006_12","negative",211
"1554","2006_12","trust",196
"1555","2006_12","fear",118
"1556","2006_12","anticipation",107
"1557","2006_12","anger",97
"1558","2006_12","joy",87
"1559","2006_12","sadness",78
"1560","2006_12","disgust",52
"1561","2006_12","surprise",41
"1562","2006_12","Total",1308
"1563","2007_2","positive",244
"1564","2007_2","negative",159
"1565","2007_2","trust",152
"1566","2007_2","anticipation",100
"1567","2007_2","fear",80
"1568","2007_2","joy",70
"1569","2007_2","anger",66
"1570","2007_2","sadness",55
"1571","2007_2","surprise",47
"1572","2007_2","disgust",37
"1573","2007_2","Total",1010
"1574","2006_5","positive",237
"1575","2006_5","negative",177
"1576","2006_5","trust",144
"1577","2006_5","fear",96
"1578","2006_5","anticipation",89
"1579","2006_5","anger",81
"1580","2006_5","sadness",62
"1581","2006_5","joy",51
"1582","2006_5","disgust",35
"1583","2006_5","surprise",33
"1584","2006_5","Total",1005
"1585","2007_5","positive",243
"1586","2007_5","negative",173
"1587","2007_5","trust",152
"1588","2007_5","fear",98
"1589","2007_5","anticipation",84
"1590","2007_5","anger",82
"1591","2007_5","sadness",68
"1592","2007_5","joy",60
"1593","2007_5","disgust",52
"1594","2007_5","surprise",27
"1595","2007_5","Total",1039
"1596","2007_6","positive",119
"1597","2007_6","trust",90
"1598","2007_6","negative",65
"1599","2007_6","anticipation",43
"1600","2007_6","fear",41
"1601","2007_6","joy",28
"1602","2007_6","anger",25
"1603","2007_6","sadness",21
"1604","2007_6","surprise",13
"1605","2007_6","disgust",11
"1606","2007_6","Total",456
"1607","2004_11","positive",152
"1608","2004_11","trust",92
"1609","2004_11","negative",91
"1610","2004_11","anticipation",56
"1611","2004_11","fear",51
"1612","2004_11","joy",42
"1613","2004_11","anger",40
"1614","2004_11","sadness",39
"1615","2004_11","disgust",23
"1616","2004_11","surprise",22
"1617","2004_11","Total",608
"1618","2008_2","positive",145
"1619","2008_2","negative",110
"1620","2008_2","trust",97
"1621","2008_2","fear",55
"1622","2008_2","anticipation",50
"1623","2008_2","sadness",47
"1624","2008_2","anger",42
"1625","2008_2","joy",36
"1626","2008_2","disgust",25
"1627","2008_2","surprise",20
"1628","2008_2","Total",627
"1629","2007_7","positive",124
"1630","2007_7","trust",70
"1631","2007_7","negative",66
"1632","2007_7","fear",42
"1633","2007_7","anticipation",41
"1634","2007_7","anger",33
"1635","2007_7","joy",29
"1636","2007_7","sadness",15
"1637","2007_7","surprise",15
"1638","2007_7","disgust",10
"1639","2007_7","Total",445
"1640","2007_3","positive",163
"1641","2007_3","negative",132
"1642","2007_3","trust",104
"1643","2007_3","fear",71
"1644","2007_3","anger",62
"1645","2007_3","anticipation",57
"1646","2007_3","sadness",54
"1647","2007_3","joy",39
"1648","2007_3","disgust",33
"1649","2007_3","surprise",21
"1650","2007_3","Total",736
"1651","2007_1","positive",189
"1652","2007_1","negative",133
"1653","2007_1","trust",127
"1654","2007_1","fear",83
"1655","2007_1","anticipation",75
"1656","2007_1","anger",64
"1657","2007_1","sadness",44
"1658","2007_1","joy",43
"1659","2007_1","surprise",29
"1660","2007_1","disgust",27
"1661","2007_1","Total",814
"1662","2008_4","positive",67
"1663","2008_4","trust",48
"1664","2008_4","negative",44
"1665","2008_4","anticipation",27
"1666","2008_4","fear",21
"1667","2008_4","anger",19
"1668","2008_4","joy",13
"1669","2008_4","sadness",13
"1670","2008_4","surprise",8
"1671","2008_4","disgust",5
"1672","2008_4","Total",265
"1673","2008_6","positive",190
"1674","2008_6","negative",127
"1675","2008_6","trust",118
"1676","2008_6","anger",65
"1677","2008_6","anticipation",65
"1678","2008_6","fear",65
"1679","2008_6","sadness",43
"1680","2008_6","joy",42
"1681","2008_6","surprise",31
"1682","2008_6","disgust",30
"1683","2008_6","Total",776
"1684","2008_5","positive",177
"1685","2008_5","negative",119
"1686","2008_5","trust",104
"1687","2008_5","fear",77
"1688","2008_5","anticipation",66
"1689","2008_5","anger",60
"1690","2008_5","sadness",45
"1691","2008_5","joy",42
"1692","2008_5","disgust",29
"1693","2008_5","surprise",24
"1694","2008_5","Total",743
"1695","2008_3","positive",148
"1696","2008_3","negative",120
"1697","2008_3","trust",90
"1698","2008_3","fear",75
"1699","2008_3","anger",61
"1700","2008_3","anticipation",53
"1701","2008_3","sadness",47
"1702","2008_3","joy",33
"1703","2008_3","disgust",26
"1704","2008_3","surprise",23
"1705","2008_3","Total",676
"1706","2006_11","positive",204
"1707","2006_11","negative",137
"1708","2006_11","trust",126
"1709","2006_11","anticipation",78
"1710","2006_11","fear",70
"1711","2006_11","anger",59
"1712","2006_11","joy",56
"1713","2006_11","sadness",43
"1714","2006_11","disgust",38
"1715","2006_11","surprise",33
"1716","2006_11","Total",844
"1717","2008_7","positive",203
"1718","2008_7","negative",144
"1719","2008_7","trust",135
"1720","2008_7","fear",85
"1721","2008_7","anger",76
"1722","2008_7","anticipation",76
"1723","2008_7","sadness",58
"1724","2008_7","joy",56
"1725","2008_7","disgust",39
"1726","2008_7","surprise",35
"1727","2008_7","Total",907
"1728","2007_11","positive",235
"1729","2007_11","negative",152
"1730","2007_11","trust",137
"1731","2007_11","fear",83
"1732","2007_11","anger",76
"1733","2007_11","anticipation",76
"1734","2007_11","sadness",56
"1735","2007_11","joy",52
"1736","2007_11","surprise",40
"1737","2007_11","disgust",38
"1738","2007_11","Total",945
"1739","2008_1","positive",94
"1740","2008_1","trust",67
"1741","2008_1","negative",52
"1742","2008_1","anticipation",37
"1743","2008_1","anger",31
"1744","2008_1","fear",29
"1745","2008_1","joy",21
"1746","2008_1","sadness",17
"1747","2008_1","surprise",15
"1748","2008_1","disgust",7
"1749","2008_1","Total",370
"1750","2007_8","positive",157
"1751","2007_8","trust",104
"1752","2007_8","negative",102
"1753","2007_8","fear",54
"1754","2007_8","anticipation",48
"1755","2007_8","anger",43
"1756","2007_8","sadness",42
"1757","2007_8","joy",34
"1758","2007_8","disgust",20
"1759","2007_8","surprise",13
"1760","2007_8","Total",617
"1761","2007_12","positive",224
"1762","2007_12","trust",140
"1763","2007_12","negative",125
"1764","2007_12","anticipation",74
"1765","2007_12","fear",73
"1766","2007_12","joy",66
"1767","2007_12","anger",57
"1768","2007_12","sadness",44
"1769","2007_12","surprise",39
"1770","2007_12","disgust",31
"1771","2007_12","Total",873
"1772","2008_11","positive",148
"1773","2008_11","negative",109
"1774","2008_11","trust",89
"1775","2008_11","fear",69
"1776","2008_11","anger",58
"1777","2008_11","anticipation",56
"1778","2008_11","sadness",45
"1779","2008_11","joy",42
"1780","2008_11","disgust",28
"1781","2008_11","surprise",26
"1782","2008_11","Total",670
"1783","2009_4","positive",188
"1784","2009_4","negative",153
"1785","2009_4","trust",122
"1786","2009_4","fear",109
"1787","2009_4","anticipation",73
"1788","2009_4","anger",69
"1789","2009_4","sadness",60
"1790","2009_4","surprise",47
"1791","2009_4","joy",41
"1792","2009_4","disgust",31
"1793","2009_4","Total",893
"1794","2008_10","positive",119
"1795","2008_10","negative",82
"1796","2008_10","trust",73
"1797","2008_10","fear",49
"1798","2008_10","anticipation",44
"1799","2008_10","anger",42
"1800","2008_10","sadness",33
"1801","2008_10","joy",32
"1802","2008_10","disgust",20
"1803","2008_10","surprise",20
"1804","2008_10","Total",514
"1805","2006_2","positive",119
"1806","2006_2","negative",72
"1807","2006_2","trust",68
"1808","2006_2","anticipation",39
"1809","2006_2","fear",36
"1810","2006_2","anger",28
"1811","2006_2","sadness",26
"1812","2006_2","disgust",18
"1813","2006_2","joy",18
"1814","2006_2","surprise",13
"1815","2006_2","Total",437
"1816","2009_3","positive",248
"1817","2009_3","negative",184
"1818","2009_3","trust",156
"1819","2009_3","fear",109
"1820","2009_3","anger",90
"1821","2009_3","anticipation",85
"1822","2009_3","sadness",67
"1823","2009_3","joy",61
"1824","2009_3","disgust",50
"1825","2009_3","surprise",38
"1826","2009_3","Total",1088
"1827","2009_9","positive",212
"1828","2009_9","negative",135
"1829","2009_9","trust",134
"1830","2009_9","anticipation",72
"1831","2009_9","fear",67
"1832","2009_9","anger",50
"1833","2009_9","joy",49
"1834","2009_9","sadness",42
"1835","2009_9","disgust",28
"1836","2009_9","surprise",22
"1837","2009_9","Total",811
"1838","2009_10","positive",209
"1839","2009_10","negative",136
"1840","2009_10","trust",132
"1841","2009_10","anticipation",78
"1842","2009_10","fear",75
"1843","2009_10","anger",72
"1844","2009_10","sadness",54
"1845","2009_10","joy",48
"1846","2009_10","surprise",37
"1847","2009_10","disgust",32
"1848","2009_10","Total",873
"1849","2010_2","positive",369
"1850","2010_2","negative",339
"1851","2010_2","trust",217
"1852","2010_2","fear",177
"1853","2010_2","anger",160
"1854","2010_2","anticipation",137
"1855","2010_2","sadness",133
"1856","2010_2","joy",93
"1857","2010_2","disgust",78
"1858","2010_2","surprise",63
"1859","2010_2","Total",1766
"1860","2009_5","positive",198
"1861","2009_5","negative",140
"1862","2009_5","trust",122
"1863","2009_5","fear",82
"1864","2009_5","anger",63
"1865","2009_5","anticipation",63
"1866","2009_5","sadness",42
"1867","2009_5","joy",34
"1868","2009_5","disgust",25
"1869","2009_5","surprise",24
"1870","2009_5","Total",793
"1871","2009_11","positive",511
"1872","2009_11","negative",426
"1873","2009_11","trust",317
"1874","2009_11","fear",217
"1875","2009_11","anticipation",187
"1876","2009_11","anger",186
"1877","2009_11","sadness",165
"1878","2009_11","joy",131
"1879","2009_11","disgust",97
"1880","2009_11","surprise",85
"1881","2009_11","Total",2322
"1882","2009_6","positive",164
"1883","2009_6","trust",116
"1884","2009_6","negative",109
"1885","2009_6","anticipation",65
"1886","2009_6","fear",60
"1887","2009_6","anger",42
"1888","2009_6","joy",40
"1889","2009_6","sadness",37
"1890","2009_6","surprise",28
"1891","2009_6","disgust",24
"1892","2009_6","Total",685
"1893","2009_8","positive",131
"1894","2009_8","trust",76
"1895","2009_8","negative",73
"1896","2009_8","anticipation",45
"1897","2009_8","fear",42
"1898","2009_8","anger",34
"1899","2009_8","joy",28
"1900","2009_8","sadness",26
"1901","2009_8","disgust",19
"1902","2009_8","surprise",15
"1903","2009_8","Total",489
"1904","2007_4","positive",171
"1905","2007_4","negative",123
"1906","2007_4","trust",98
"1907","2007_4","anticipation",68
"1908","2007_4","fear",65
"1909","2007_4","anger",51
"1910","2007_4","sadness",39
"1911","2007_4","joy",35
"1912","2007_4","surprise",25
"1913","2007_4","disgust",23
"1914","2007_4","Total",698
"1915","2009_1","positive",146
"1916","2009_1","negative",104
"1917","2009_1","trust",98
"1918","2009_1","fear",61
"1919","2009_1","anticipation",48
"1920","2009_1","anger",46
"1921","2009_1","sadness",38
"1922","2009_1","joy",27
"1923","2009_1","disgust",18
"1924","2009_1","surprise",15
"1925","2009_1","Total",601
"1926","2010_1","positive",350
"1927","2010_1","negative",284
"1928","2010_1","trust",218
"1929","2010_1","fear",166
"1930","2010_1","anger",140
"1931","2010_1","anticipation",131
"1932","2010_1","sadness",103
"1933","2010_1","joy",86
"1934","2010_1","disgust",64
"1935","2010_1","surprise",62
"1936","2010_1","Total",1604
"1937","2010_3","positive",292
"1938","2010_3","negative",210
"1939","2010_3","trust",184
"1940","2010_3","anticipation",106
"1941","2010_3","fear",106
"1942","2010_3","anger",96
"1943","2010_3","sadness",77
"1944","2010_3","joy",65
"1945","2010_3","disgust",48
"1946","2010_3","surprise",40
"1947","2010_3","Total",1224
"1948","2009_7","positive",166
"1949","2009_7","trust",102
"1950","2009_7","negative",70
"1951","2009_7","anticipation",52
"1952","2009_7","fear",47
"1953","2009_7","joy",36
"1954","2009_7","anger",30
"1955","2009_7","sadness",25
"1956","2009_7","surprise",18
"1957","2009_7","disgust",14
"1958","2009_7","Total",560
"1959","2007_10","positive",214
"1960","2007_10","trust",138
"1961","2007_10","negative",136
"1962","2007_10","fear",85
"1963","2007_10","anticipation",79
"1964","2007_10","anger",68
"1965","2007_10","joy",62
"1966","2007_10","sadness",61
"1967","2007_10","surprise",37
"1968","2007_10","disgust",28
"1969","2007_10","Total",908
"1970","2008_8","positive",192
"1971","2008_8","trust",122
"1972","2008_8","negative",121
"1973","2008_8","anticipation",75
"1974","2008_8","fear",68
"1975","2008_8","joy",64
"1976","2008_8","anger",59
"1977","2008_8","sadness",45
"1978","2008_8","disgust",37
"1979","2008_8","surprise",34
"1980","2008_8","Total",817
"1981","2009_2","positive",313
"1982","2009_2","negative",200
"1983","2009_2","trust",194
"1984","2009_2","fear",117
"1985","2009_2","anticipation",115
"1986","2009_2","anger",82
"1987","2009_2","joy",81
"1988","2009_2","sadness",77
"1989","2009_2","disgust",47
"1990","2009_2","surprise",43
"1991","2009_2","Total",1269
"1992","2009_12","positive",183
