index,word,sentiment,score
40185,dune,joy,0
40186,dune,negative,0
40187,dune,positive,0
40188,dune,sadness,0
40189,dune,surprise,0
40190,dune,trust,0
40191,dung,anger,0
40192,dung,anticipation,0
40193,dung,disgust,1
40194,dung,fear,0
40195,dung,joy,0
40196,dung,negative,0
40197,dung,positive,0
40198,dung,sadness,0
40199,dung,surprise,0
40200,dung,trust,0
40201,dungeon,anger,0
40202,dungeon,anticipation,0
40203,dungeon,disgust,0
40204,dungeon,fear,1
40205,dungeon,joy,0
40206,dungeon,negative,1
40207,dungeon,positive,0
40208,dungeon,sadness,0
40209,dungeon,surprise,0
40210,dungeon,trust,0
40211,duo,anger,0
40212,duo,anticipation,0
40213,duo,disgust,0
40214,duo,fear,0
40215,duo,joy,0
40216,duo,negative,0
40217,duo,positive,0
40218,duo,sadness,0
40219,duo,surprise,0
40220,duo,trust,0
40221,dupe,anger,1
40222,dupe,anticipation,0
40223,dupe,disgust,0
40224,dupe,fear,0
40225,dupe,joy,0
40226,dupe,negative,1
40227,dupe,positive,0
40228,dupe,sadness,0
40229,dupe,surprise,0
40230,dupe,trust,0
40231,duplex,anger,0
40232,duplex,anticipation,0
40233,duplex,disgust,0
40234,duplex,fear,0
40235,duplex,joy,0
40236,duplex,negative,0
40237,duplex,positive,0
40238,duplex,sadness,0
40239,duplex,surprise,0
40240,duplex,trust,0
40241,duplicate,anger,0
40242,duplicate,anticipation,0
40243,duplicate,disgust,0
40244,duplicate,fear,0
40245,duplicate,joy,0
40246,duplicate,negative,0
40247,duplicate,positive,0
40248,duplicate,sadness,0
40249,duplicate,surprise,0
40250,duplicate,trust,0
40251,duplication,anger,0
40252,duplication,anticipation,0
40253,duplication,disgust,0
40254,duplication,fear,0
40255,duplication,joy,0
40256,duplication,negative,0
40257,duplication,positive,0
40258,duplication,sadness,0
40259,duplication,surprise,0
40260,duplication,trust,0
40261,duplicity,anger,1
40262,duplicity,anticipation,0
40263,duplicity,disgust,0
40264,duplicity,fear,0
40265,duplicity,joy,0
40266,duplicity,negative,1
40267,duplicity,positive,0
40268,duplicity,sadness,0
40269,duplicity,surprise,0
40270,duplicity,trust,0
40271,durability,anger,0
40272,durability,anticipation,0
40273,durability,disgust,0
40274,durability,fear,0
40275,durability,joy,0
40276,durability,negative,0
40277,durability,positive,1
40278,durability,sadness,0
40279,durability,surprise,0
40280,durability,trust,1
40281,durable,anger,0
40282,durable,anticipation,0
40283,durable,disgust,0
40284,durable,fear,0
40285,durable,joy,0
40286,durable,negative,0
40287,durable,positive,1
40288,durable,sadness,0
40289,durable,surprise,0
40290,durable,trust,1
40291,duration,anger,0
40292,duration,anticipation,0
40293,duration,disgust,0
40294,duration,fear,0
40295,duration,joy,0
40296,duration,negative,0
40297,duration,positive,0
40298,duration,sadness,0
40299,duration,surprise,0
40300,duration,trust,0
40301,duress,anger,1
40302,duress,anticipation,0
40303,duress,disgust,1
40304,duress,fear,1
40305,duress,joy,0
40306,duress,negative,1
40307,duress,positive,0
40308,duress,sadness,1
40309,duress,surprise,0
40310,duress,trust,0
40311,dusk,anger,0
40312,dusk,anticipation,0
40313,dusk,disgust,0
40314,dusk,fear,0
40315,dusk,joy,0
40316,dusk,negative,0
40317,dusk,positive,0
40318,dusk,sadness,0
40319,dusk,surprise,0
40320,dusk,trust,0
40321,dusky,anger,0
40322,dusky,anticipation,0
40323,dusky,disgust,0
40324,dusky,fear,0
40325,dusky,joy,0
40326,dusky,negative,0
40327,dusky,positive,0
40328,dusky,sadness,0
40329,dusky,surprise,0
40330,dusky,trust,0
40331,dust,anger,0
40332,dust,anticipation,0
40333,dust,disgust,0
40334,dust,fear,0
40335,dust,joy,0
40336,dust,negative,1
40337,dust,positive,0
40338,dust,sadness,0
40339,dust,surprise,0
40340,dust,trust,0
40341,duster,anger,0
40342,duster,anticipation,0
40343,duster,disgust,0
40344,duster,fear,0
40345,duster,joy,0
40346,duster,negative,0
40347,duster,positive,0
40348,duster,sadness,0
40349,duster,surprise,0
40350,duster,trust,0
40351,dusty,anger,0
40352,dusty,anticipation,0
40353,dusty,disgust,0
40354,dusty,fear,0
40355,dusty,joy,0
40356,dusty,negative,0
40357,dusty,positive,0
40358,dusty,sadness,0
40359,dusty,surprise,0
40360,dusty,trust,0
40361,dutiful,anger,0
40362,dutiful,anticipation,1
40363,dutiful,disgust,0
40364,dutiful,fear,0
40365,dutiful,joy,0
40366,dutiful,negative,0
40367,dutiful,positive,1
40368,dutiful,sadness,0
40369,dutiful,surprise,0
40370,dutiful,trust,1
40371,dwarf,anger,0
40372,dwarf,anticipation,0
40373,dwarf,disgust,0
40374,dwarf,fear,0
40375,dwarf,joy,0
40376,dwarf,negative,0
40377,dwarf,positive,0
40378,dwarf,sadness,0
40379,dwarf,surprise,0
40380,dwarf,trust,0
40381,dwarfed,anger,0
40382,dwarfed,anticipation,0
40383,dwarfed,disgust,0
40384,dwarfed,fear,1
40385,dwarfed,joy,0
40386,dwarfed,negative,1
40387,dwarfed,positive,0
40388,dwarfed,sadness,1
40389,dwarfed,surprise,0
40390,dwarfed,trust,0
40391,dwell,anger,0
40392,dwell,anticipation,0
40393,dwell,disgust,0
40394,dwell,fear,0
40395,dwell,joy,0
40396,dwell,negative,0
40397,dwell,positive,0
40398,dwell,sadness,0
40399,dwell,surprise,0
40400,dwell,trust,0
40401,dweller,anger,0
40402,dweller,anticipation,0
40403,dweller,disgust,0
40404,dweller,fear,0
40405,dweller,joy,0
40406,dweller,negative,0
40407,dweller,positive,0
40408,dweller,sadness,0
40409,dweller,surprise,0
40410,dweller,trust,0
40411,dwelling,anger,0
40412,dwelling,anticipation,0
40413,dwelling,disgust,0
40414,dwelling,fear,0
40415,dwelling,joy,0
40416,dwelling,negative,0
40417,dwelling,positive,0
40418,dwelling,sadness,0
40419,dwelling,surprise,0
40420,dwelling,trust,0
40421,dye,anger,0
40422,dye,anticipation,0
40423,dye,disgust,0
40424,dye,fear,0
40425,dye,joy,0
40426,dye,negative,0
40427,dye,positive,0
40428,dye,sadness,0
40429,dye,surprise,0
40430,dye,trust,0
40431,dying,anger,1
40432,dying,anticipation,0
40433,dying,disgust,1
40434,dying,fear,1
40435,dying,joy,0
40436,dying,negative,1
40437,dying,positive,0
40438,dying,sadness,1
40439,dying,surprise,0
40440,dying,trust,0
40441,dyke,anger,0
40442,dyke,anticipation,0
40443,dyke,disgust,0
40444,dyke,fear,0
40445,dyke,joy,0
40446,dyke,negative,0
40447,dyke,positive,0
40448,dyke,sadness,0
40449,dyke,surprise,0
40450,dyke,trust,0
40451,dynamic,anger,0
40452,dynamic,anticipation,0
40453,dynamic,disgust,0
40454,dynamic,fear,0
40455,dynamic,joy,0
40456,dynamic,negative,0
40457,dynamic,positive,0
40458,dynamic,sadness,0
40459,dynamic,surprise,1
40460,dynamic,trust,0
40461,dynamical,anger,0
40462,dynamical,anticipation,0
40463,dynamical,disgust,0
40464,dynamical,fear,0
40465,dynamical,joy,0
40466,dynamical,negative,0
40467,dynamical,positive,0
40468,dynamical,sadness,0
40469,dynamical,surprise,0
40470,dynamical,trust,0
40471,dynamics,anger,0
40472,dynamics,anticipation,0
40473,dynamics,disgust,0
40474,dynamics,fear,0
40475,dynamics,joy,0
40476,dynamics,negative,0
40477,dynamics,positive,0
40478,dynamics,sadness,0
40479,dynamics,surprise,0
40480,dynamics,trust,0
40481,dynamite,anger,0
40482,dynamite,anticipation,0
40483,dynamite,disgust,0
40484,dynamite,fear,0
40485,dynamite,joy,0
40486,dynamite,negative,0
40487,dynamite,positive,0
40488,dynamite,sadness,0
40489,dynamite,surprise,0
40490,dynamite,trust,0
40491,dynasty,anger,0
40492,dynasty,anticipation,0
40493,dynasty,disgust,0
40494,dynasty,fear,0
40495,dynasty,joy,0
40496,dynasty,negative,0
40497,dynasty,positive,0
40498,dynasty,sadness,0
40499,dynasty,surprise,0
40500,dynasty,trust,0
40501,dysentery,anger,0
40502,dysentery,anticipation,0
40503,dysentery,disgust,1
40504,dysentery,fear,0
40505,dysentery,joy,0
40506,dysentery,negative,1
40507,dysentery,positive,0
40508,dysentery,sadness,1
40509,dysentery,surprise,0
40510,dysentery,trust,0
40511,dyspepsia,anger,0
40512,dyspepsia,anticipation,0
40513,dyspepsia,disgust,0
40514,dyspepsia,fear,0
40515,dyspepsia,joy,0
40516,dyspepsia,negative,0
40517,dyspepsia,positive,0
40518,dyspepsia,sadness,0
40519,dyspepsia,surprise,0
40520,dyspepsia,trust,0
40521,eager,anger,0
40522,eager,anticipation,1
40523,eager,disgust,0
40524,eager,fear,0
40525,eager,joy,1
40526,eager,negative,0
40527,eager,positive,1
40528,eager,sadness,0
40529,eager,surprise,1
40530,eager,trust,1
40531,eagerness,anger,0
40532,eagerness,anticipation,1
40533,eagerness,disgust,0
40534,eagerness,fear,0
40535,eagerness,joy,1
40536,eagerness,negative,0
40537,eagerness,positive,1
40538,eagerness,sadness,0
40539,eagerness,surprise,0
40540,eagerness,trust,1
40541,eagle,anger,0
40542,eagle,anticipation,0
40543,eagle,disgust,0
40544,eagle,fear,0
40545,eagle,joy,0
40546,eagle,negative,0
40547,eagle,positive,0
40548,eagle,sadness,0
40549,eagle,surprise,0
40550,eagle,trust,1
40551,ear,anger,0
40552,ear,anticipation,0
40553,ear,disgust,0
40554,ear,fear,0
40555,ear,joy,0
40556,ear,negative,0
40557,ear,positive,0
40558,ear,sadness,0
40559,ear,surprise,0
40560,ear,trust,0
40561,earl,anger,0
40562,earl,anticipation,0
40563,earl,disgust,0
40564,earl,fear,0
40565,earl,joy,0
40566,earl,negative,0
40567,earl,positive,1
40568,earl,sadness,0
40569,earl,surprise,0
40570,earl,trust,0
40571,earlier,anger,0
40572,earlier,anticipation,0
40573,earlier,disgust,0
40574,earlier,fear,0
40575,earlier,joy,0
40576,earlier,negative,0
40577,earlier,positive,0
40578,earlier,sadness,0
40579,earlier,surprise,0
40580,earlier,trust,0
40581,early,anger,0
40582,early,anticipation,0
40583,early,disgust,0
40584,early,fear,0
40585,early,joy,0
40586,early,negative,0
40587,early,positive,0
40588,early,sadness,0
40589,early,surprise,0
40590,early,trust,0
40591,earn,anger,0
40592,earn,anticipation,0
40593,earn,disgust,0
40594,earn,fear,0
40595,earn,joy,0
40596,earn,negative,0
40597,earn,positive,1
40598,earn,sadness,0
40599,earn,surprise,0
40600,earn,trust,0
40601,earnest,anger,0
40602,earnest,anticipation,0
40603,earnest,disgust,0
40604,earnest,fear,0
40605,earnest,joy,0
40606,earnest,negative,0
40607,earnest,positive,1
40608,earnest,sadness,0
40609,earnest,surprise,0
40610,earnest,trust,0
40611,earnestly,anger,0
40612,earnestly,anticipation,0
40613,earnestly,disgust,0
40614,earnestly,fear,0
40615,earnestly,joy,0
40616,earnestly,negative,0
40617,earnestly,positive,1
40618,earnestly,sadness,0
40619,earnestly,surprise,0
40620,earnestly,trust,0
40621,earnestness,anger,0
40622,earnestness,anticipation,0
40623,earnestness,disgust,0
40624,earnestness,fear,0
40625,earnestness,joy,0
40626,earnestness,negative,0
40627,earnestness,positive,1
40628,earnestness,sadness,0
40629,earnestness,surprise,0
40630,earnestness,trust,0
40631,earnings,anger,0
40632,earnings,anticipation,0
40633,earnings,disgust,0
40634,earnings,fear,0
40635,earnings,joy,0
40636,earnings,negative,0
40637,earnings,positive,0
40638,earnings,sadness,0
40639,earnings,surprise,0
40640,earnings,trust,0
40641,earring,anger,0
40642,earring,anticipation,0
40643,earring,disgust,0
40644,earring,fear,0
40645,earring,joy,0
40646,earring,negative,0
40647,earring,positive,0
40648,earring,sadness,0
40649,earring,surprise,0
40650,earring,trust,0
40651,earshot,anger,0
40652,earshot,anticipation,0
40653,earshot,disgust,0
40654,earshot,fear,0
40655,earshot,joy,0
40656,earshot,negative,0
40657,earshot,positive,0
40658,earshot,sadness,0
40659,earshot,surprise,0
40660,earshot,trust,0
40661,earth,anger,0
40662,earth,anticipation,0
40663,earth,disgust,0
40664,earth,fear,0
40665,earth,joy,0
40666,earth,negative,0
40667,earth,positive,0
40668,earth,sadness,0
40669,earth,surprise,0
40670,earth,trust,0
40671,earthenware,anger,0
40672,earthenware,anticipation,0
40673,earthenware,disgust,0
40674,earthenware,fear,0
40675,earthenware,joy,0
40676,earthenware,negative,0
40677,earthenware,positive,0
40678,earthenware,sadness,0
40679,earthenware,surprise,0
40680,earthenware,trust,0
40681,earthly,anger,0
40682,earthly,anticipation,0
40683,earthly,disgust,0
40684,earthly,fear,0
40685,earthly,joy,0
40686,earthly,negative,0
40687,earthly,positive,0
40688,earthly,sadness,0
40689,earthly,surprise,0
40690,earthly,trust,0
40691,earthquake,anger,1
40692,earthquake,anticipation,0
40693,earthquake,disgust,0
40694,earthquake,fear,1
40695,earthquake,joy,0
40696,earthquake,negative,1
40697,earthquake,positive,0
40698,earthquake,sadness,1
40699,earthquake,surprise,1
40700,earthquake,trust,0
40701,earthy,anger,0
40702,earthy,anticipation,0
40703,earthy,disgust,0
40704,earthy,fear,0
40705,earthy,joy,0
40706,earthy,negative,0
40707,earthy,positive,0
40708,earthy,sadness,0
40709,earthy,surprise,0
40710,earthy,trust,0
40711,ease,anger,0
40712,ease,anticipation,0
40713,ease,disgust,0
40714,ease,fear,0
40715,ease,joy,0
40716,ease,negative,0
40717,ease,positive,1
40718,ease,sadness,0
40719,ease,surprise,0
40720,ease,trust,0
40721,easel,anger,0
40722,easel,anticipation,0
40723,easel,disgust,0
40724,easel,fear,0
40725,easel,joy,0
40726,easel,negative,0
40727,easel,positive,0
40728,easel,sadness,0
40729,easel,surprise,0
40730,easel,trust,0
40731,easement,anger,0
40732,easement,anticipation,0
40733,easement,disgust,0
40734,easement,fear,0
40735,easement,joy,0
40736,easement,negative,0
40737,easement,positive,1
40738,easement,sadness,0
40739,easement,surprise,0
40740,easement,trust,0
40741,easily,anger,0
40742,easily,anticipation,0
40743,easily,disgust,0
40744,easily,fear,0
40745,easily,joy,0
40746,easily,negative,0
40747,easily,positive,0
40748,easily,sadness,0
40749,easily,surprise,0
40750,easily,trust,0
40751,easy,anger,0
40752,easy,anticipation,0
40753,easy,disgust,0
40754,easy,fear,0
40755,easy,joy,0
40756,easy,negative,0
40757,easy,positive,0
40758,easy,sadness,0
40759,easy,surprise,0
40760,easy,trust,0
40761,easygoing,anger,0
40762,easygoing,anticipation,0
40763,easygoing,disgust,0
40764,easygoing,fear,0
40765,easygoing,joy,0
40766,easygoing,negative,0
40767,easygoing,positive,1
40768,easygoing,sadness,0
40769,easygoing,surprise,0
40770,easygoing,trust,0
40771,eat,anger,0
40772,eat,anticipation,0
40773,eat,disgust,0
40774,eat,fear,0
40775,eat,joy,0
40776,eat,negative,0
40777,eat,positive,1
40778,eat,sadness,0
40779,eat,surprise,0
40780,eat,trust,0
40781,eating,anger,0
40782,eating,anticipation,0
40783,eating,disgust,0
40784,eating,fear,0
40785,eating,joy,0
40786,eating,negative,0
40787,eating,positive,0
40788,eating,sadness,0
40789,eating,surprise,0
40790,eating,trust,0
40791,eavesdropping,anger,0
40792,eavesdropping,anticipation,0
40793,eavesdropping,disgust,0
40794,eavesdropping,fear,0
40795,eavesdropping,joy,0
40796,eavesdropping,negative,1
40797,eavesdropping,positive,0
40798,eavesdropping,sadness,0
40799,eavesdropping,surprise,0
40800,eavesdropping,trust,0
40801,ebb,anger,0
40802,ebb,anticipation,0
40803,ebb,disgust,0
40804,ebb,fear,0
40805,ebb,joy,0
40806,ebb,negative,0
40807,ebb,positive,0
40808,ebb,sadness,0
40809,ebb,surprise,0
40810,ebb,trust,0
40811,ebony,anger,0
40812,ebony,anticipation,0
40813,ebony,disgust,0
40814,ebony,fear,0
40815,ebony,joy,0
40816,ebony,negative,0
40817,ebony,positive,0
40818,ebony,sadness,0
40819,ebony,surprise,0
40820,ebony,trust,0
40821,eccentric,anger,0
40822,eccentric,anticipation,0
40823,eccentric,disgust,0
40824,eccentric,fear,0
40825,eccentric,joy,0
40826,eccentric,negative,0
40827,eccentric,positive,0
40828,eccentric,sadness,0
40829,eccentric,surprise,0
40830,eccentric,trust,0
40831,eccentricity,anger,0
40832,eccentricity,anticipation,0
40833,eccentricity,disgust,0
40834,eccentricity,fear,0
40835,eccentricity,joy,0
40836,eccentricity,negative,0
40837,eccentricity,positive,0
40838,eccentricity,sadness,0
40839,eccentricity,surprise,0
40840,eccentricity,trust,0
40841,ecclesiastical,anger,0
40842,ecclesiastical,anticipation,0
40843,ecclesiastical,disgust,0
40844,ecclesiastical,fear,0
40845,ecclesiastical,joy,0
40846,ecclesiastical,negative,0
40847,ecclesiastical,positive,0
40848,ecclesiastical,sadness,0
40849,ecclesiastical,surprise,0
40850,ecclesiastical,trust,0
40851,echo,anger,0
40852,echo,anticipation,0
40853,echo,disgust,0
40854,echo,fear,0
40855,echo,joy,0
40856,echo,negative,0
40857,echo,positive,0
40858,echo,sadness,0
40859,echo,surprise,0
40860,echo,trust,0
40861,eclectic,anger,0
40862,eclectic,anticipation,0
40863,eclectic,disgust,0
40864,eclectic,fear,0
40865,eclectic,joy,0
40866,eclectic,negative,0
40867,eclectic,positive,0
40868,eclectic,sadness,0
40869,eclectic,surprise,0
40870,eclectic,trust,0
40871,eclipse,anger,0
40872,eclipse,anticipation,0
40873,eclipse,disgust,0
40874,eclipse,fear,0
40875,eclipse,joy,0
40876,eclipse,negative,0
40877,eclipse,positive,0
40878,eclipse,sadness,0
40879,eclipse,surprise,0
40880,eclipse,trust,0
40881,ecliptic,anger,0
40882,ecliptic,anticipation,0
40883,ecliptic,disgust,0
40884,ecliptic,fear,0
40885,ecliptic,joy,0
40886,ecliptic,negative,0
40887,ecliptic,positive,0
40888,ecliptic,sadness,0
40889,ecliptic,surprise,0
40890,ecliptic,trust,0
40891,economical,anger,0
40892,economical,anticipation,0
40893,economical,disgust,0
40894,economical,fear,0
40895,economical,joy,0
40896,economical,negative,0
40897,economical,positive,0
40898,economical,sadness,0
40899,economical,surprise,0
40900,economical,trust,0
40901,economics,anger,0
40902,economics,anticipation,0
40903,economics,disgust,0
40904,economics,fear,0
40905,economics,joy,0
40906,economics,negative,0
40907,economics,positive,0
40908,economics,sadness,0
40909,economics,surprise,0
40910,economics,trust,0
40911,economy,anger,0
40912,economy,anticipation,0
40913,economy,disgust,0
40914,economy,fear,0
40915,economy,joy,0
40916,economy,negative,0
40917,economy,positive,0
40918,economy,sadness,0
40919,economy,surprise,0
40920,economy,trust,1
40921,ecstasy,anger,0
40922,ecstasy,anticipation,1
40923,ecstasy,disgust,0
40924,ecstasy,fear,0
40925,ecstasy,joy,1
40926,ecstasy,negative,0
40927,ecstasy,positive,1
40928,ecstasy,sadness,0
40929,ecstasy,surprise,0
40930,ecstasy,trust,0
40931,ecstatic,anger,0
40932,ecstatic,anticipation,1
40933,ecstatic,disgust,0
40934,ecstatic,fear,0
40935,ecstatic,joy,1
40936,ecstatic,negative,0
40937,ecstatic,positive,1
40938,ecstatic,sadness,0
40939,ecstatic,surprise,1
40940,ecstatic,trust,0
40941,ecumenical,anger,0
40942,ecumenical,anticipation,0
40943,ecumenical,disgust,0
40944,ecumenical,fear,0
40945,ecumenical,joy,0
40946,ecumenical,negative,0
40947,ecumenical,positive,0
40948,ecumenical,sadness,0
40949,ecumenical,surprise,0
40950,ecumenical,trust,0
40951,eddy,anger,0
40952,eddy,anticipation,0
40953,eddy,disgust,0
40954,eddy,fear,0
40955,eddy,joy,0
40956,eddy,negative,0
40957,eddy,positive,0
40958,eddy,sadness,0
40959,eddy,surprise,0
40960,eddy,trust,0
40961,edge,anger,0
40962,edge,anticipation,0
40963,edge,disgust,0
40964,edge,fear,0
40965,edge,joy,0
40966,edge,negative,0
40967,edge,positive,0
40968,edge,sadness,0
40969,edge,surprise,0
40970,edge,trust,0
40971,edging,anger,0
40972,edging,anticipation,0
40973,edging,disgust,0
40974,edging,fear,0
40975,edging,joy,0
40976,edging,negative,0
40977,edging,positive,0
40978,edging,sadness,0
40979,edging,surprise,0
40980,edging,trust,0
40981,edible,anger,0
40982,edible,anticipation,0
40983,edible,disgust,0
40984,edible,fear,0
40985,edible,joy,0
40986,edible,negative,0
40987,edible,positive,0
40988,edible,sadness,0
40989,edible,surprise,0
40990,edible,trust,0
40991,edict,anger,0
40992,edict,anticipation,0
40993,edict,disgust,0
40994,edict,fear,1
40995,edict,joy,0
40996,edict,negative,1
40997,edict,positive,0
40998,edict,sadness,0
40999,edict,surprise,0
41000,edict,trust,0
41001,edification,anger,0
41002,edification,anticipation,1
41003,edification,disgust,0
41004,edification,fear,0
41005,edification,joy,1
41006,edification,negative,0
41007,edification,positive,1
41008,edification,sadness,0
41009,edification,surprise,0
41010,edification,trust,1
41011,edifice,anger,0
41012,edifice,anticipation,0
41013,edifice,disgust,0
41014,edifice,fear,0
41015,edifice,joy,0
41016,edifice,negative,0
41017,edifice,positive,0
41018,edifice,sadness,0
41019,edifice,surprise,0
41020,edifice,trust,0
41021,edit,anger,0
41022,edit,anticipation,0
41023,edit,disgust,0
41024,edit,fear,0
41025,edit,joy,0
41026,edit,negative,0
41027,edit,positive,0
41028,edit,sadness,0
41029,edit,surprise,0
41030,edit,trust,0
41031,edition,anger,0
41032,edition,anticipation,1
41033,edition,disgust,0
41034,edition,fear,0
41035,edition,joy,0
41036,edition,negative,0
41037,edition,positive,0
41038,edition,sadness,0
41039,edition,surprise,0
41040,edition,trust,0
41041,editor,anger,0
41042,editor,anticipation,0
41043,editor,disgust,0
41044,editor,fear,0
41045,editor,joy,0
41046,editor,negative,0
41047,editor,positive,0
41048,editor,sadness,0
41049,editor,surprise,0
41050,editor,trust,0
41051,editorial,anger,0
41052,editorial,anticipation,0
41053,editorial,disgust,0
41054,editorial,fear,0
41055,editorial,joy,0
41056,editorial,negative,0
41057,editorial,positive,0
41058,editorial,sadness,0
41059,editorial,surprise,0
41060,editorial,trust,0
41061,educate,anger,0
41062,educate,anticipation,0
41063,educate,disgust,0
41064,educate,fear,0
41065,educate,joy,0
41066,educate,negative,0
41067,educate,positive,1
41068,educate,sadness,0
41069,educate,surprise,0
41070,educate,trust,0
41071,educated,anger,0
41072,educated,anticipation,0
41073,educated,disgust,0
41074,educated,fear,0
41075,educated,joy,0
41076,educated,negative,0
41077,educated,positive,1
41078,educated,sadness,0
41079,educated,surprise,0
41080,educated,trust,0
41081,education,anger,0
41082,education,anticipation,0
41083,education,disgust,0
41084,education,fear,0
41085,education,joy,0
41086,education,negative,0
41087,education,positive,0
41088,education,sadness,0
41089,education,surprise,0
41090,education,trust,0
41091,educational,anger,0
41092,educational,anticipation,0
41093,educational,disgust,0
41094,educational,fear,0
41095,educational,joy,0
41096,educational,negative,0
41097,educational,positive,1
41098,educational,sadness,0
41099,educational,surprise,0
41100,educational,trust,1
41101,eel,anger,0
41102,eel,anticipation,0
41103,eel,disgust,0
41104,eel,fear,1
41105,eel,joy,0
41106,eel,negative,0
41107,eel,positive,0
41108,eel,sadness,0
41109,eel,surprise,0
41110,eel,trust,0
41111,effect,anger,0
41112,effect,anticipation,0
41113,effect,disgust,0
41114,effect,fear,0
41115,effect,joy,0
41116,effect,negative,0
41117,effect,positive,0
41118,effect,sadness,0
41119,effect,surprise,0
41120,effect,trust,0
41121,effective,anger,0
41122,effective,anticipation,0
41123,effective,disgust,0
41124,effective,fear,0
41125,effective,joy,0
41126,effective,negative,0
41127,effective,positive,1
41128,effective,sadness,0
41129,effective,surprise,0
41130,effective,trust,1
41131,effects,anger,0
41132,effects,anticipation,0
41133,effects,disgust,0
41134,effects,fear,0
41135,effects,joy,0
41136,effects,negative,0
41137,effects,positive,0
41138,effects,sadness,0
41139,effects,surprise,0
41140,effects,trust,0
41141,effectual,anger,0
41142,effectual,anticipation,0
41143,effectual,disgust,0
41144,effectual,fear,0
41145,effectual,joy,0
41146,effectual,negative,0
41147,effectual,positive,0
41148,effectual,sadness,0
41149,effectual,surprise,0
41150,effectual,trust,0
41151,effectually,anger,0
41152,effectually,anticipation,0
41153,effectually,disgust,0
41154,effectually,fear,0
41155,effectually,joy,0
41156,effectually,negative,0
41157,effectually,positive,0
41158,effectually,sadness,0
41159,effectually,surprise,0
41160,effectually,trust,0
41161,effectuate,anger,0
41162,effectuate,anticipation,0
41163,effectuate,disgust,0
41164,effectuate,fear,0
41165,effectuate,joy,0
41166,effectuate,negative,0
41167,effectuate,positive,0
41168,effectuate,sadness,0
41169,effectuate,surprise,0
41170,effectuate,trust,0
41171,effeminate,anger,0
41172,effeminate,anticipation,0
41173,effeminate,disgust,0
41174,effeminate,fear,0
41175,effeminate,joy,0
41176,effeminate,negative,1
41177,effeminate,positive,0
41178,effeminate,sadness,0
41179,effeminate,surprise,0
41180,effeminate,trust,0
41181,efficacious,anger,0
41182,efficacious,anticipation,0
41183,efficacious,disgust,0
41184,efficacious,fear,0
41185,efficacious,joy,0
41186,efficacious,negative,0
41187,efficacious,positive,0
41188,efficacious,sadness,0
41189,efficacious,surprise,0
41190,efficacious,trust,0
41191,efficacy,anger,0
41192,efficacy,anticipation,0
41193,efficacy,disgust,0
41194,efficacy,fear,0
41195,efficacy,joy,0
41196,efficacy,negative,0
41197,efficacy,positive,1
41198,efficacy,sadness,0
41199,efficacy,surprise,0
41200,efficacy,trust,0
41201,efficiency,anger,0
41202,efficiency,anticipation,0
41203,efficiency,disgust,0
41204,efficiency,fear,0
41205,efficiency,joy,0
41206,efficiency,negative,0
41207,efficiency,positive,1
41208,efficiency,sadness,0
41209,efficiency,surprise,0
41210,efficiency,trust,0
41211,efficient,anger,0
41212,efficient,anticipation,1
41213,efficient,disgust,0
41214,efficient,fear,0
41215,efficient,joy,0
41216,efficient,negative,0
41217,efficient,positive,1
41218,efficient,sadness,0
41219,efficient,surprise,0
41220,efficient,trust,1
41221,effigy,anger,1
41222,effigy,anticipation,0
41223,effigy,disgust,0
41224,effigy,fear,0
41225,effigy,joy,0
41226,effigy,negative,0
41227,effigy,positive,0
41228,effigy,sadness,0
41229,effigy,surprise,0
41230,effigy,trust,0
41231,effort,anger,0
41232,effort,anticipation,0
41233,effort,disgust,0
41234,effort,fear,0
41235,effort,joy,0
41236,effort,negative,0
41237,effort,positive,1
41238,effort,sadness,0
41239,effort,surprise,0
41240,effort,trust,0
41241,effusion,anger,0
41242,effusion,anticipation,0
41243,effusion,disgust,0
41244,effusion,fear,0
41245,effusion,joy,0
41246,effusion,negative,0
41247,effusion,positive,0
41248,effusion,sadness,0
41249,effusion,surprise,0
41250,effusion,trust,0
41251,egg,anger,0
41252,egg,anticipation,0
41253,egg,disgust,0
41254,egg,fear,0
41255,egg,joy,0
41256,egg,negative,0
41257,egg,positive,0
41258,egg,sadness,0
41259,egg,surprise,0
41260,egg,trust,0
41261,ego,anger,0
41262,ego,anticipation,0
41263,ego,disgust,0
41264,ego,fear,0
41265,ego,joy,0
41266,ego,negative,0
41267,ego,positive,0
41268,ego,sadness,0
41269,ego,surprise,0
41270,ego,trust,0
41271,egotistical,anger,0
41272,egotistical,anticipation,0
41273,egotistical,disgust,1
41274,egotistical,fear,0
41275,egotistical,joy,0
41276,egotistical,negative,1
41277,egotistical,positive,0
41278,egotistical,sadness,0
41279,egotistical,surprise,0
41280,egotistical,trust,0
41281,egregious,anger,1
41282,egregious,anticipation,0
41283,egregious,disgust,1
41284,egregious,fear,0
41285,egregious,joy,0
41286,egregious,negative,1
41287,egregious,positive,0
41288,egregious,sadness,0
41289,egregious,surprise,0
41290,egregious,trust,0
41291,egress,anger,0
41292,egress,anticipation,0
41293,egress,disgust,0
41294,egress,fear,0
41295,egress,joy,0
41296,egress,negative,0
41297,egress,positive,0
41298,egress,sadness,0
41299,egress,surprise,0
41300,egress,trust,0
41301,eighth,anger,0
41302,eighth,anticipation,0
41303,eighth,disgust,0
41304,eighth,fear,0
